ra,dec,redshift,extinction_r
241.84626,23.242106,0.08836412,0.1322654
241.88058,23.22181,0.0894408,0.1239664
241.85787,23.161816,0.08619101,0.117626
241.89182,23.209692,0.08873954,0.1212157
241.89733,23.147219,0.08759888,0.1137602
241.92719,23.157801,0.08802077,0.1137239
242.01932,23.072313,0.08752676,0.1244692
242.10591,23.036451,0.1339406,0.1275918
241.8447,23.883453,0.08715512,0.1614128
241.82811,23.885525,0.264994,0.1613041
241.84782,23.813482,0.2222245,0.1610286
241.80805,23.736736,0.08981043,0.1639913
241.87771,23.817186,0.1063602,0.1638667
241.87002,23.804502,0.1064229,0.1635786
241.86046,23.67423,0.08705131,0.1662252
241.94487,23.790537,0.0321142,0.1693434
241.93239,23.733675,0.04244961,0.1715734
241.93236,23.679807,0.08634184,0.1707156
242.0673,23.732259,0.08885051,0.1819623
242.08362,23.690067,0.1771861,0.1847863
241.95067,23.627456,0.09487032,0.1639272
242.12521,23.701117,0.06872188,0.1841463
242.10978,23.661745,0.08716111,0.1806365
242.1461,23.544456,0.09530386,0.1601287
241.79799,24.417391,0.1813996,0.1486716
241.82208,24.269165,0.1813784,0.157936
242.10988,24.155193,0.2220213,0.1429119
241.77458,24.793094,0.1704226,0.1281132
241.86984,24.751327,0.1780111,0.1310842
241.86256,24.661823,0.1246534,0.1385702
241.94931,24.598112,0.08664734,0.1463991
241.87019,24.725571,0.2850184,0.1327336
242.0096,24.597762,0.1777702,0.1508911
241.99377,24.609555,0.176382,0.1490068
242.05081,24.537421,0.1770146,0.1499367
242.1391,24.542036,0.1794204,0.1560444
226.32846,10.733728,0.1636061,0.07684119
226.35579,10.730242,0.1087286,0.07705101
226.26779,11.092526,0.2066699,0.09102745
226.29888,11.086816,0.206551,0.09117319
226.34969,11.083423,0.07537958,0.09064832
226.34355,11.037713,0.08579464,0.08965747
226.36363,10.993849,0.09131326,0.08598363
226.36202,11.093665,0.03576741,0.09008394
226.3235,11.403768,0.07503675,0.08866129
226.34404,11.425454,0.07517056,0.0891174
226.37924,11.541919,0.1131881,0.08589561
226.3966,11.53719,0.1135758,0.08620378
226.43862,11.422402,0.2998176,0.08983395
226.48519,11.510494,0.1138852,0.08761396
226.2863,11.906267,0.08561624,0.0895044
226.33348,11.844735,0.02910901,0.08701801
226.33465,11.881026,0.1084125,0.08802828
226.26373,10.435882,0.1486081,0.0770872
226.30454,10.472915,0.0555429,0.07906093
226.36939,10.491948,0.03899283,0.08028987
226.35027,10.332886,0.1702246,0.07805172
226.44923,10.308312,0.07761083,0.08123123
226.39831,10.419218,0.03893046,0.08202802
226.44536,10.383202,0.03887752,0.08247791
226.45549,10.363358,0.1742815,0.08229108
226.34288,10.767525,0.1637576,0.07855043
226.37518,10.736004,0.1085073,0.0773487
226.33491,10.766989,0.08607776,0.07832496
226.36252,11.29934,0.1706964,0.09034479
226.43101,11.289543,0.07591709,0.09027352
226.42991,11.237182,0.03272477,0.08961864
226.43541,11.208372,0.01182347,0.08883072
226.45892,11.260447,0.16893,0.08928433
226.2894,11.706462,0.08778402,0.08473546
226.32463,11.766941,0.02197008,0.08630636
226.49092,11.748092,0.1705312,0.08642096
226.47088,11.600195,0.1709482,0.08732869
226.50525,11.636856,0.08297869,0.08858427
226.32082,12.580719,0.2233949,0.0845774
226.35949,12.447507,0.1049937,0.08059913
226.39497,12.44271,0.2259256,0.08139697
226.45689,12.595656,0.08893765,0.08736157
241.83367,23.659364,0.08790916,0.1647577
241.85864,23.613228,0.08744881,0.1575217
242.09812,23.473347,0.04034725,0.1526812
241.77237,24.177751,0.0901492,0.168754
241.79884,24.118032,0.08842912,0.1579733
241.87505,23.983829,0.0879816,0.1556554
241.90247,23.940925,0.2647413,0.159537
241.82432,24.070134,0.05382168,0.151438
241.87651,23.967934,0.03230024,0.156479
241.99582,23.867726,0.1063552,0.1696869
242.02274,23.816881,0.08814137,0.1681603
242.14467,23.848553,0.08730736,0.166199
241.77315,24.646785,0.1239451,0.1323605
241.7693,24.540323,0.08868721,0.1410534
241.81151,24.55608,0.08822023,0.1418083
241.85113,24.583567,0.182798,0.1428041
242.04746,24.507499,0.03149207,0.1491649
242.13174,24.419304,0.2028637,0.1493362
241.80049,24.935113,0.2704392,0.1461282
241.86019,24.991642,0.2707114,0.148482
241.79775,24.937985,0.2723785,0.1463592
241.88533,24.919715,0.2163611,0.1439184
241.92055,24.929743,0.2162685,0.142407
242.01555,24.957886,0.1242171,0.1374443
242.02432,24.920607,0.08957142,0.1382729
242.10619,24.967207,0.06862314,0.1403518
242.1303,24.892445,0.04697376,0.1436685
241.7789,21.472103,0.06990903,0.2125495
241.85432,21.433311,0.04808687,0.2151546
241.8925,21.336494,0.1624172,0.2231521
